Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -32, 249, -7, 32.5, 4-1, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -31, 119, 72, 33.8, 6-52, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 31, 290, -101, 32.1, 6-53, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 128, 165, 0, 33.3, 6-54, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -43, 218, -185, 32.8, 6-55, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 69, 98, 23, 34.0, 6-56, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -82, 183, 26, 33.2, 6-57, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -121, 207, -54, 32.9, 6-58, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -106, 141, -84, 33.6, 6-59, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -51, 113, -107, 33.9, 6-60, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 103, 85, -38, 34.1, 6-61, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -128, 234, -16, 32.7, 6-62, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 14, 111, -12, 33.9, 6-63, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -13, 235, -199, 32.6, 6-64, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 54, 245, -155, 32.5, 6-65, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 113, 291, -142, 32.1, 6-66, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -52, 219, -186, 32.8, 6-67, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 140, 101, -77, 34.0, 6-68, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -106, 116, -101, 33.8, 6-69, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 40, 152, -68, 33.5, 6-70, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 96, 196, -125, 33.0, 6-71, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 101, 127, -8, 33.7, 6-72, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -76, 140, -136, 33.6, 6-73, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 40, 275, -197, 32.2, 6-74, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -13, 168, -165, 33.3, 6-75, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -58, 130, -80, 33.7, 6-76, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -143, 217, -83, 32.8, 6-77, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 96, 147, 44, 33.5, 6-78, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 41, 177, -137, 33.2, 6-79, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 8, 83, 49, 34.2, 6-80, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 87, 181, -117, 33.2, 6-81, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -65, 214, -33, 32.9, 6-82, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -27, 186, -35, 33.1, 6-83, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -25, 189, -69, 33.1, 6-84, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 74, 159, -83, 33.4, 6-85, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -66, 225, -170, 32.7, 6-86, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -59, 201, -19, 33.0, 6-87, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 8, 149, 2, 33.5, 6-88, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 64, 135, -47, 33.6, 6-89, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 49, 90, 48, 34.1, 6-90, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -19, 163, -128, 33.4, 6-91, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -80, 145, 45, 33.5, 6-92, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 144, 124, -38, 33.8, 6-93, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 123, 66, -65, 34.3, 6-94, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -135, 219, -121, 32.8, 6-95, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -4, 106, 53, 33.9, 6-96, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 27, 90, 34, 34.1, 6-97, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -91, 142, -93, 33.6, 6-98, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 76, 268, -166, 32.3, 6-99, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -53, 119, -98, 33.8, 6-100, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -104, 194, -38, 33.1, 6-101, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -20, 174, -47, 33.3, 7-102, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -111, 182, 27, 33.2, 7-103, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -17, 122, -147, 33.8, 7-104, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -130, 247, -43, 32.5, 7-105, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -144, 278, -50, 32.2, 7-106, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
