Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -67, 149, 32, 33.5, 4-1, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -133, 262, -35, 32.4, 5-22, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -32, 124, -154, 33.8, 5-23, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 49, 186, -131, 33.1, 5-24, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -16, 231, -195, 32.7, 5-25, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -72, 214, -38, 32.9, 5-26, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 17, 119, 5, 33.8, 5-27, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 85, 91, -17, 34.1, 5-28, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -11, 223, -119, 32.8, 5-29, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 33, 98, -2, 34.0, 5-30, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 27, 224, -164, 32.8, 5-31, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -69, 154, 40, 33.5, 5-32, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -99, 138, -140, 33.6, 5-33, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 23, 71, 49, 34.3, 5-34, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -126, 158, -114, 33.4, 5-35, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -100, 183, 23, 33.2, 5-36, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 0, 152, -143, 33.5, 5-37, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 0, 148, -16, 33.5, 5-38, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 44, 89, 55, 34.1, 5-39, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 132, 171, -109, 33.3, 5-40, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 13, 114, -40, 33.9, 5-41, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -66, 191, -68, 33.1, 5-42, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -88, 143, -93, 33.6, 5-43, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 92, 160, -99, 33.4, 5-44, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -116, 132, -90, 33.7, 5-45, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 68, 237, -137, 32.6, 5-46, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -118, 156, -122, 33.4, 5-47, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 34, 226, -159, 32.7, 5-48, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 48, 132, -64, 33.7, 5-49, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 113, 280, -138, 32.2, 5-50, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 41, 290, -100, 32.1, 5-51, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 14, 93, -20, 34.1, 6-52, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -68, 123, -131, 33.8, 6-53, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -27, 219, -27, 32.8, 6-54, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -14, 207, -88, 32.9, 6-55, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 17, 77, 44, 34.2, 6-56, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 32, 100, 25, 34.0, 6-57, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 45, 236, -118, 32.6, 6-58, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -15, 216, -112, 32.8, 6-59, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 91, 90, -17, 34.1, 6-60, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 51, 95, -10, 34.0, 6-61, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -82, 196, -71, 33.0, 6-62, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 51, 94, -9, 34.1, 6-63, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -96, 203, -50, 33.0, 6-64, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 60, 87, 6, 34.1, 6-65, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -11, 226, 11, 32.7, 6-66, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -17, 200, 37, 33.0, 6-67, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 27, 93, 32, 34.1, 6-68, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 32, 296, -105, 32.0, 6-69, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -20, 241, -13, 32.6, 6-70, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 109, 183, -117, 33.2, 6-71, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -79, 209, -66, 32.9, 6-72, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -19, 103, 63, 34.0, 6-73, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 2, 187, -77, 33.1, 6-74, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -45, 218, -174, 32.8, 6-75, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 53, 90, 5, 34.1, 6-76, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -102, 216, 11, 32.8, 6-77, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -68, 134, -146, 33.7, 6-78, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 48, 235, -151, 32.6, 6-79, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 33, 276, -211, 32.2, 6-80, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -26, 195, -183, 33.0, 6-81, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 132, 119, -93, 33.8, 6-82, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 42, 270, -189, 32.3, 6-83, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -57, 174, 24, 33.3, 6-84, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 57, 208, -135, 32.9, 6-85, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 81, 274, -165, 32.3, 6-86, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -82, 211, -62, 32.9, 6-87, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -5, 204, 5, 33.0, 6-88, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 140, 102, -75, 34.0, 6-89, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -26, 206, 40, 32.9, 6-90, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 17, 169, -150, 33.3, 6-91, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -73, 112, -113, 33.9, 6-92, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 43, 124, -39, 33.8, 6-93, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 64, 254, -181, 32.5, 6-94, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -96, 239, -175, 32.6, 6-95, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -83, 197, 8, 33.0, 6-96, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 108, 134, -96, 33.7, 6-97, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -22, 186, -177, 33.1, 6-98, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -2, 163, -155, 33.4, 6-99, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -114, 205, 9, 32.9, 6-100, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -123, 203, 16, 33.0, 6-101, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 57, 90, 41, 34.1, 7-102, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, 19, 74, 46, 34.3, 7-103, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -49, 187, 25, 33.1, 7-104, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -79, 141, -147, 33.6, 7-105, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, 15, 266, -113, 32.3, 7-106, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
