Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
30, -69, 0, 17, 25.0, 4-16, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -72, 0, -77, 25.0, 4-17, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -49, 0, -56, 25.0, 4-18, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -14, 0, -20, 25.0, 4-19, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 40, 0, -19, 25.0, 4-20, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -13, 0, -49, 25.0, 4-21, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -89, 0, 78, 25.0, 4-22, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -60, 0, 63, 25.0, 4-23, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -31, 0, -99, 25.0, 4-24, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 56, 0, -44, 25.0, 4-25, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -101, 0, -13, 25.0, 4-26, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -6, 0, 64, 25.0, 4-27, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 0, 0, 45, 25.0, 4-28, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -13, 0, 28, 25.0, 4-29, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 6, 0, -121, 25.0, 4-30, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -64, 0, 53, 25.0, 4-31, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -41, 0, 17, 25.0, 4-32, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -4, 0, -118, 25.0, 4-33, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -70, 0, -59, 25.0, 4-34, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -17, 0, -29, 25.0, 4-35, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -104, 0, -58, 25.0, 4-36, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -47, 0, 35, 25.0, 4-37, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -30, 0, 21, 25.0, 4-38, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -70, 0, -72, 25.0, 4-39, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -85, 0, -102, 25.0, 4-40, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 6, 0, 3, 25.0, 4-41, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -15, 0, -51, 25.0, 4-42, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 9, 0, -111, 25.0, 4-43, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -2, 0, 12, 25.0, 4-44, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 21, 0, -110, 25.0, 4-45, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -48, 0, -130, 25.0, 4-46, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -37, 0, 1, 25.0, 4-47, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -52, 0, -133, 25.0, 4-48, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -90, 0, -70, 25.0, 4-49, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -80, 0, 17, 25.0, 4-50, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
